RK,TEAM,HOME GMS,HOME TOTAL,HOME AVG,HOME PCT,ROAD GMS,ROAD AVG,ROAD PCT,OVERALL GMS,OVERALL AVG,OVERALL PCT,YEAR
2,NY Yankees,81,"3,542,406","43,733",87,81,"34,154",82,162,"38,943",84.7,2012
3,Texas,81,"3,460,280","42,719",86.9,80,"28,209",66.7,161,"35,509",77.6,2012
4,San Francisco,81,"3,377,371","41,695",99.5,80,"32,889",72.4,161,"37,320",85.5,2012
5,LA Dodgers,81,"3,324,246","41,040",73.3,80,"32,640",74.4,161,"36,866",73.8,2012
6,St. Louis,81,"3,262,109","40,272",91.6,81,"31,436",72.7,162,"35,854",82.2,2012
7,LA Angels,81,"3,061,770","37,799",83.3,81,"30,831",70.2,162,"34,315",76.8,2012
8,Boston,81,"3,043,003","37,567",101.4,81,"31,038",71.8,162,"34,303",85.5,2012
9,Detroit,81,"3,028,033","37,383",90.6,81,"30,539",73.5,162,"33,961",82,2012
10,Chicago Cubs,81,"2,882,756","35,589",86.5,81,"32,485",75.2,162,"34,037",80.7,2012
11,Milwaukee,81,"2,831,385","34,955",83.4,81,"30,580",71.3,162,"32,767",77.3,2012
12,Minnesota,81,"2,776,354","34,275",86.8,80,"28,306",66.5,161,"31,309",76.3,2012
13,Colorado,81,"2,630,458","32,474",64.3,80,"32,301",72,161,"32,388",67.9,2012
14,Washington,79,"2,370,794","30,010",72.3,81,"33,116",75.6,160,"31,582",74,2012
15,Atlanta,81,"2,420,171","29,878",60.1,81,"31,936",75.2,162,"30,907",67,2012
16,Cincinnati,81,"2,347,251","28,978",68.5,81,"30,784",71.5,162,"29,881",70,2012
17,NY Mets,80,"2,242,803","28,035",67.1,81,"33,720",76.6,161,"30,895",72,2012
18,Miami,81,"2,219,444","27,400",73.2,80,"30,986",70.9,161,"29,182",71.9,2012
19,Arizona,81,"2,177,617","26,884",55.3,81,"32,292",72.2,162,"29,588",63.4,2012
20,Baltimore,79,"2,102,240","26,610",58.6,81,"29,549",68.6,160,"28,098",63.5,2012
21,San Diego,81,"2,123,721","26,218",61.4,81,"31,422",69.4,162,"28,820",65.5,2012
22,Pittsburgh,80,"2,091,918","26,148",68.2,81,"31,307",71.7,161,"28,744",70.1,2012
23,Toronto,81,"2,099,663","25,921",52.6,80,"29,075",69.8,161,"27,488",60.4,2012
24,Chicago White Sox,81,"1,965,955","24,271",59.8,81,"29,983",69.7,162,"27,127",64.9,2012
25,Kansas City,80,"1,739,859","21,748",57.4,81,"27,447",64.7,161,"24,615",61.3,2012
26,Seattle,81,"1,721,920","21,258",44.4,81,"28,262",67,162,"24,760",55,2012
27,Oakland,81,"1,679,013","20,728",60.6,81,"29,978",68,162,"25,353",64.8,2012
28,Houston,81,"1,607,733","19,848",48.5,81,"31,119",72.1,162,"25,483",60.6,2012
29,Cleveland,81,"1,603,596","19,797",45.6,81,"28,285",68.2,162,"24,041",56.6,2012
30,Tampa Bay,81,"1,559,681","19,255",56.5,81,"30,403",69.2,162,"24,829",63.6,2012
1,LA Dodgers,81,"3,743,527","46,216",82.5,81,"35,348",79.3,162,"40,782",81.1,2013
2,St. Louis,81,"3,369,769","41,602",94.6,80,"32,374",75.9,161,"37,016",85.4,2013
3,San Francisco,80,"3,326,796","41,584",99.2,81,"34,977",76.6,161,"38,260",87.3,2013
4,NY Yankees,81,"3,279,589","40,488",80.5,80,"33,632",78.8,161,"37,082",79.7,2013
5,Texas,82,"3,178,273","38,759",78.8,81,"28,121",66.5,163,"33,473",73.2,2013
6,Detroit,81,"3,083,397","38,066",92.3,81,"28,024",67.2,162,"33,045",79.7,2013
7,LA Angels,81,"3,019,505","37,277",82.1,81,"27,588",64.2,162,"32,432",73.4,2013
8,Philadelphia,81,"3,012,403","37,190",85.2,81,"30,463",70.1,162,"33,826",77.7,2013
9,Boston,81,"2,833,333","34,979",94.4,81,"33,045",74.8,162,"34,012",83.7,2013
10,Colorado,81,"2,793,828","34,491",68.3,81,"32,669",72.5,162,"33,580",70.3,2013
11,Washington,81,"2,652,422","32,745",78.9,81,"30,597",70.2,162,"31,671",74.4,2013
12,Chicago Cubs,81,"2,642,682","32,625",79.3,81,"32,159",74.6,162,"32,392",76.9,2013
13,Atlanta,81,"2,548,679","31,465",63.3,81,"30,845",72.2,162,"31,155",67.4,2013
14,Toronto,81,"2,536,562","31,315",63.6,81,"28,039",66,162,"29,677",64.7,2013
15,Cincinnati,81,"2,534,369","31,288",73.9,80,"32,890",75.9,161,"32,084",74.9,2013
16,Milwaukee,81,"2,531,105","31,248",74.6,81,"31,094",71.8,162,"31,171",73.1,2013
17,Minnesota,81,"2,477,644","30,588",77.4,81,"27,022",64.4,162,"28,805",70.7,2013
18,Baltimore,81,"2,357,561","29,105",64.1,81,"28,627",67.4,162,"28,866",65.7,2013
19,Pittsburgh,80,"2,256,862","28,210",73.5,81,"33,488",76.2,161,"30,865",75,2013
20,San Diego,81,"2,166,691","26,749",62.7,81,"32,212",71.5,162,"29,480",67.2,2013
21,NY Mets,80,"2,135,657","26,695",63.9,81,"30,628",69.9,161,"28,674",67,2013
22,Arizona,81,"2,134,795","26,355",54.2,81,"33,054",73.8,162,"29,705",63.6,2013
23,Oakland,81,"1,809,302","22,337",63.7,81,"29,308",67.1,162,"25,822",65.6,2013
24,Chicago White Sox,80,"1,768,413","22,105",54.4,81,"27,333",65,161,"24,735",59.9,2013
25,Seattle,81,"1,761,546","21,747",45.4,81,"28,445",67.5,162,"25,096",55.8,2013
26,Kansas City,81,"1,750,754","21,614",57,81,"27,433",64.7,162,"24,523",61.1,2013
27,Houston,81,"1,651,883","20,393",49.8,81,"27,574",64,162,"23,983",57.1,2013
28,Cleveland,80,"1,572,926","19,661",45.3,80,"28,234",67.8,160,"23,947",56.3,2013
29,Miami,81,"1,586,322","19,584",52.3,80,"30,091",68.9,161,"24,805",61.2,2013
30,Tampa Bay,81,"1,510,300","18,645",54.7,82,"30,154",67.6,163,"24,435",62.1,2013
1,LA Dodgers,81,"3,782,337","46,695",83.4,81,"33,830",79.2,162,"40,262",81.6,2014
2,St. Louis,81,"3,540,649","43,711",99.4,81,"32,022",74.4,162,"37,867",87,2014
3,NY Yankees,80,"3,401,624","42,520",85.7,81,"35,512",85.2,161,"38,994",85.5,2014
4,San Francisco,81,"3,368,697","41,588",99.2,81,"32,936",72.7,162,"37,262",85.5,2014
5,LA Angels,81,"3,095,935","38,221",84.2,80,"28,174",65.1,161,"33,229",74.9,2014
6,Boston,81,"2,956,089","36,494",98.5,81,"31,867",73.6,162,"34,181",85.1,2014
7,Detroit,81,"2,917,209","36,014",87.3,81,"28,800",68,162,"32,407",77.5,2014
8,Milwaukee,81,"2,797,384","34,535",82.4,81,"32,328",75.6,162,"33,432",79,2014
9,Texas,81,"2,718,733","33,564",68.3,81,"27,155",64.3,162,"30,360",66.4,2014
10,Colorado,81,"2,680,329","33,090",65.5,81,"31,659",71.2,162,"32,375",68.2,2014
11,Chicago Cubs,81,"2,652,113","32,742",79.6,81,"33,096",76.4,162,"32,919",77.9,2014
12,Washington,81,"2,579,389","31,844",76.7,81,"29,864",68.8,162,"30,854",72.6,2014
13,Baltimore,80,"2,464,473","30,805",67.8,81,"29,671",70.4,161,"30,235",69,2014
14,Cincinnati,81,"2,476,664","30,576",72.3,81,"32,140",74.1,162,"31,358",73.2,2014
15,Pittsburgh,81,"2,442,564","30,155",78.6,79,"33,316",76.1,160,"31,715",77.3,2014
16,Philadelphia,81,"2,423,852","29,924",68.6,81,"31,136",71.1,162,"30,530",69.9,2014
17,Toronto,81,"2,375,525","29,327",59.5,81,"29,708",71.2,162,"29,518",64.9,2014
18,Atlanta,81,"2,354,305","29,065",58.4,81,"30,804",71.7,162,"29,934",64.6,2014
19,Minnesota,81,"2,250,606","27,785",70.3,79,"26,943",63.6,160,"27,369",66.9,2014
20,San Diego,81,"2,195,373","27,103",63.5,80,"32,877",72,161,"29,972",67.8,2014
21,NY Mets,80,"2,148,808","26,860",64.3,81,"32,217",73.4,161,"29,555",69,2014
22,Arizona,81,"2,073,730","25,601",54,79,"31,481",70.6,160,"28,504",61.9,2014
23,Seattle,81,"2,064,334","25,485",53.2,80,"28,158",66.3,161,"26,813",59.3,2014
24,Oakland,80,"2,003,628","25,045",71.4,81,"28,757",65.6,161,"26,912",68.2,2014
25,Kansas City,81,"1,956,482","24,154",63.7,81,"26,872",62.8,162,"25,513",63.2,2014
26,Houston,81,"1,751,829","21,627",52.8,81,"27,191",63,162,"24,409",58,2014
27,Miami,81,"1,732,283","21,386",57.1,81,"28,892",65.4,162,"25,139",61.6,2014
28,Chicago White Sox,79,"1,650,821","20,896",51.5,81,"28,519",66.7,160,"24,755",59.4,2014
29,Cleveland,78,"1,437,393","18,428",42.4,81,"29,107",68.9,159,"23,868",55.7,2014
30,Tampa Bay,81,"1,446,464","17,857",52.4,81,"28,685",65.8,162,"23,271",59.9,2014
1,LA Dodgers,81,"3,764,815","46,479",83,81,"34,525",78.6,162,"40,502",81.1,2015
2,St. Louis,81,"3,520,889","43,467",98.8,80,"31,317",73.3,161,"37,430",86.4,2015
3,San Francisco,81,"3,375,882","41,677",99.4,81,"34,121",74.9,162,"37,899",86.6,2015
4,NY Yankees,80,"3,193,795","39,922",80.4,81,"31,322",74.8,161,"35,595",77.8,2015
5,LA Angels,81,"3,012,765","37,194",81.9,81,"28,958",66.5,162,"33,076",74.4,2015
6,Chicago Cubs,81,"2,959,812","36,540",88.8,80,"34,422",80.1,161,"35,488",84.4,2015
7,Boston,81,"2,880,694","35,564",94.8,81,"32,263",73.8,162,"33,913",83.5,2015
8,Toronto,81,"2,794,891","34,504",70,79,"27,762",65.8,160,"31,175",68.1,2015
9,Detroit,81,"2,726,048","33,654",81.6,79,"29,719",71.3,160,"31,711",76.5,2015
10,Kansas City,81,"2,708,549","33,438",88.2,81,"27,681",65.4,162,"30,560",76.2,2015
11,Washington,81,"2,619,843","32,343",77.9,80,"30,230",69.6,161,"31,293",73.7,2015
12,NY Mets,81,"2,569,753","31,725",75.9,81,"30,693",69.8,162,"31,209",72.8,2015
13,Milwaukee,81,"2,542,558","31,389",74.9,81,"31,634",73.6,162,"31,511",74.2,2015
14,Colorado,80,"2,506,789","31,334",62.1,81,"30,962",69.3,161,"31,147",65.5,2015
15,Pittsburgh,81,"2,498,596","30,846",80.4,81,"33,049",76.5,162,"31,947",78.3,2015
16,Texas,81,"2,491,875","30,763",62.6,81,"29,073",67.8,162,"29,918",65,2015
17,San Diego,81,"2,459,752","30,367",71.1,81,"31,721",69,162,"31,044",70,2015
18,Cincinnati,81,"2,419,506","29,870",70.6,80,"32,075",74.5,161,"30,965",72.5,2015
19,Baltimore,79,"2,320,590","29,374",65.3,81,"28,714",68.3,160,"29,040",66.8,2015
20,Minnesota,81,"2,220,054","27,408",69.4,80,"29,306",69.8,161,"28,351",69.6,2015
21,Seattle,81,"2,193,581","27,081",56.6,81,"29,052",67.7,162,"28,066",61.8,2015
22,Houston,81,"2,153,585","26,587",64.9,81,"28,121",64.6,162,"27,354",64.7,2015
23,Arizona,81,"2,080,145","25,680",52.8,80,"32,654",72.4,161,"29,146",62.2,2015
24,Atlanta,80,"2,001,392","25,017",50.3,81,"29,699",69.4,161,"27,373",59.2,2015
25,Philadelphia,78,"1,831,080","23,475",53.8,81,"30,906",70.4,159,"27,260",62.3,2015
26,Chicago White Sox,80,"1,755,810","21,947",54,80,"29,030",69.4,160,"25,489",61.9,2015
27,Oakland,81,"1,768,175","21,829",62.3,81,"29,526",66.8,162,"25,677",64.8,2015
28,Miami,81,"1,752,235","21,632",57.8,80,"29,215",66.2,161,"25,400",62.3,2015
29,Cleveland,78,"1,388,905","17,806",41,81,"29,150",70.4,159,"23,585",55.6,2015
30,Tampa Bay,81,"1,247,668","15,403",45.2,81,"28,189",65.1,162,"21,796",56.3,2015
1,LA Dodgers,81,"3,703,312","45,719",81.6,81,"32,959",74.4,162,"39,339",78.5,2016
2,St. Louis,81,"3,444,490","42,524",96.7,80,"31,092",72.3,161,"36,844",84.7,2016
3,Toronto,81,"3,392,299","41,880",85,81,"30,065",71.2,162,"35,972",78.6,2016
4,San Francisco,81,"3,365,256","41,546",99.1,81,"32,164",71.1,162,"36,855",84.6,2016
5,Chicago Cubs,81,"3,232,420","39,906",97,81,"35,052",81.8,162,"37,479",89.2,2016
6,NY Yankees,81,"3,063,405","37,819",76.2,81,"30,940",73.2,162,"34,380",74.8,2016
7,LA Angels,81,"3,016,142","37,236",82,81,"28,676",67.2,162,"32,956",74.8,2016
8,Boston,81,"2,955,434","36,486",97.2,81,"32,290",73.4,162,"34,388",84.4,2016
9,NY Mets,80,"2,789,602","34,870",83.4,80,"30,791",70.1,160,"32,830",76.6,2016
10,Texas,81,"2,710,402","33,461",68.1,81,"27,560",64.7,162,"30,511",66.5,2016
11,Colorado,81,"2,602,524","32,129",63.6,81,"31,464",70.1,162,"31,796",66.7,2016
12,Kansas City,81,"2,557,712","31,576",83.3,81,"27,979",66.3,162,"29,778",74.3,2016
13,Detroit,80,"2,493,859","31,173",75.6,81,"28,313",67.7,161,"29,734",71.6,2016
14,Washington,81,"2,481,938","30,641",73.8,81,"29,664",68.4,162,"30,152",71,2016
15,San Diego,81,"2,351,426","29,029",68,81,"32,847",71.8,162,"30,938",70,2016
16,Milwaukee,81,"2,314,614","28,575",68.2,81,"30,954",71.2,162,"29,764",69.7,2016
17,Houston,81,"2,306,623","28,476",69.5,81,"28,041",65,162,"28,258",67.2,2016
18,Pittsburgh,80,"2,249,021","28,112",73.3,81,"29,999",68.8,161,"29,061",70.9,2016
19,Seattle,81,"2,267,928","27,999",58.5,81,"28,309",67.3,162,"28,154",62.6,2016
20,Baltimore,81,"2,172,344","26,819",59,81,"31,796",73.8,162,"29,307",66.2,2016
21,Arizona,81,"2,036,216","25,138",51.7,81,"32,701",72.9,162,"28,920",61.9,2016
22,Atlanta,81,"2,020,914","24,949",50.8,80,"28,026",66,161,"26,478",57.8,2016
23,Minnesota,81,"1,963,912","24,245",61.4,81,"27,357",64.9,162,"25,801",63.2,2016
24,Philadelphia,81,"1,915,144","23,643",54.2,81,"30,783",70.7,162,"27,213",62.4,2016
25,Cincinnati,81,"1,894,085","23,383",55.3,81,"31,895",73.4,162,"27,639",64.5,2016
26,Chicago White Sox,80,"1,746,293","21,828",53.7,81,"28,188",67.9,161,"25,028",60.9,2016
27,Miami,80,"1,712,417","21,405",57.2,81,"28,510",65.7,161,"24,979",61.8,2016
28,Cleveland,81,"1,591,667","19,650",45.2,79,"26,940",63.9,160,"23,249",54.3,2016
29,Oakland,81,"1,521,506","18,784",53.6,81,"29,511",67.4,162,"24,147",61.2,2016
30,Tampa Bay,81,"1,286,163","15,878",46.6,81,"30,093",67.8,162,"22,985",58.6,2016
1,LA Dodgers,81,"3,765,856","46,492",83,81,"33,579",76.9,162,"40,035",80.3,2017
2,St. Louis,81,"3,447,937","42,567",96.8,81,"31,324",74.3,162,"36,945",85.8,2017
3,San Francisco,81,"3,303,652","40,785",97.3,81,"31,376",69.9,162,"36,081",83.1,2017
4,NY Yankees,79,"3,146,966","39,835",80.2,81,"32,354",76.9,160,"36,048",78.7,2017
5,Toronto,81,"3,203,886","39,554",80.3,81,"29,912",71.4,162,"34,733",76.2,2017
6,Chicago Cubs,81,"3,199,562","39,500",96,81,"34,460",81.2,162,"36,980",88.5,2017
7,LA Angels,81,"3,019,583","37,278",82.1,81,"27,663",65,162,"32,471",73.9,2017
8,Colorado,81,"2,953,650","36,464",72.2,81,"30,575",69.3,162,"33,520",70.8,2017
9,Boston,81,"2,917,678","36,020",95.9,81,"31,563",72.8,162,"33,792",83.5,2017
10,Milwaukee,81,"2,558,722","31,589",75.4,81,"30,530",71.1,162,"31,060",73.2,2017
11,Washington,81,"2,524,980","31,172",75.1,81,"29,967",70.4,162,"30,570",72.7,2017
12,Texas,81,"2,507,760","30,960",63,81,"26,699",63.8,162,"28,829",63.3,2017
13,Atlanta,81,"2,505,252","30,929",75.3,79,"29,230",68.1,160,"30,090",71.7,2017
14,NY Mets,80,"2,460,622","30,757",73.6,81,"30,372",70.3,161,"30,563",71.9,2017
15,Houston,81,"2,403,671","29,674",72.9,79,"27,678",64.3,160,"28,689",68.5,2017
16,Detroit,81,"2,321,599","28,661",69.5,80,"26,725",63.1,161,"27,699",66.3,2017
17,Kansas City,80,"2,220,370","27,754",73.2,80,"28,458",66.2,160,"28,106",69.5,2017
18,San Diego,81,"2,138,491","26,401",61.8,81,"32,161",70.9,162,"29,281",66.5,2017
19,Seattle,81,"2,135,445","26,363",55.1,80,"26,797",62.9,161,"26,579",58.7,2017
20,Arizona,81,"2,134,375","26,350",54.2,81,"31,939",72.3,162,"29,144",62.8,2017
21,Minnesota,80,"2,051,279","25,640",64.9,80,"27,797",65.5,160,"26,719",65.2,2017
22,Cleveland,81,"2,048,138","25,285",58.2,80,"27,729",66.3,161,"26,499",62.2,2017
23,Baltimore,81,"2,028,424","25,042",55.1,81,"29,457",69.7,162,"27,250",62.1,2017
24,Philadelphia,79,"1,905,354","24,118",55.3,81,"30,940",72.3,160,"27,571",63.8,2017
25,Pittsburgh,81,"1,919,447","23,696",62.5,81,"32,633",75.3,162,"28,164",69.4,2017
26,Cincinnati,81,"1,836,917","22,677",53.6,81,"32,094",74.8,162,"27,386",64.3,2017
27,Chicago White Sox,79,"1,629,470","20,626",50.8,81,"28,443",66.4,160,"24,583",58.9,2017
28,Miami,81,"1,651,997","20,395",54.2,80,"29,160",67.4,161,"24,750",61.2,2017
29,Oakland,80,"1,475,721","18,446",52.6,80,"29,466",67.1,160,"23,956",60.7,2017
30,Tampa Bay,80,"1,253,619","15,670",45.6,81,"29,898",68.8,161,"22,828",58.6,2017
1,LA Dodgers,82,"3,857,500","47,042",84,80,"33,239",77.3,162,"40,226",81.1,2018
2,NY Yankees,81,"3,482,855","42,998",86.6,80,"30,685",73.7,161,"36,880",80.8,2018
3,St. Louis,81,"3,403,587","42,019",95.6,81,"29,274",69.4,162,"35,646",82.7,2018
4,San Francisco,81,"3,156,185","38,965",93,81,"33,915",74.9,162,"36,440",83.6,2018
5,Chicago Cubs,82,"3,181,089","38,793",94.3,80,"32,800",76.8,162,"35,834",85.5,2018
6,LA Angels,81,"3,020,216","37,286",82.1,81,"28,034",64.6,162,"32,660",73.6,2018
7,Colorado,81,"3,015,880","37,233",73.7,82,"31,607",70.5,163,"34,402",72.2,2018
8,Houston,81,"2,980,549","36,796",89.8,80,"28,842",65.4,161,"32,844",77.3,2018
9,Boston,81,"2,895,575","35,747",95.3,81,"29,992",69.6,162,"32,870",81.5,2018
10,Milwaukee,81,"2,850,875","35,195",84,81,"29,000",67.8,162,"32,098",75.8,2018
11,Washington,80,"2,529,604","31,620",76.2,80,"28,102",65.3,160,"29,861",70.6,2018
12,Atlanta,81,"2,555,781","31,552",76.8,81,"27,826",65.1,162,"29,689",70.8,2018
13,Toronto,80,"2,325,281","29,066",59,80,"25,152",60.1,160,"27,109",59.5,2018
14,Seattle,81,"2,299,489","28,388",59.3,80,"27,174",63.6,161,"27,785",61.3,2018
15,NY Mets,79,"2,224,995","28,164",67.4,80,"29,795",70.1,159,"28,985",68.7,2018
16,Arizona,81,"2,242,695","27,687",56.9,81,"31,832",71.9,162,"29,760",64.1,2018
17,Philadelphia,79,"2,158,124","27,318",63.4,80,"28,381",66.6,159,"27,853",65,2018
18,San Diego,80,"2,147,000","26,837",64.5,81,"30,730",68.1,161,"28,795",66.4,2018
19,Texas,81,"2,107,107","26,013",52.9,81,"26,470",62,162,"26,241",57.1,2018
20,Minnesota,80,"1,959,197","24,489",63.6,81,"27,017",64.4,161,"25,761",64,2018
21,Cleveland,80,"1,926,701","24,083",55.4,81,"26,088",64.2,161,"25,092",59.7,2018
22,Detroit,80,"1,856,970","23,212",56.3,80,"26,157",62.4,160,"24,685",59.3,2018
23,Kansas City,81,"1,665,107","20,556",54.2,80,"24,262",57.7,161,"22,398",56.1,2018
24,Cincinnati,81,"1,629,356","20,115",47.5,81,"29,918",70.3,162,"25,017",59,2018
25,Chicago White Sox,80,"1,608,817","20,110",50.1,80,"26,240",62.8,160,"23,175",56.6,2018
26,Baltimore,78,"1,564,192","20,053",44.1,81,"27,204",64.2,159,"23,696",54,2018
27,Oakland,81,"1,573,616","19,427",55.4,80,"28,748",65.5,161,"24,058",61,2018
28,Pittsburgh,78,"1,465,316","18,786",49,81,"31,288",72.7,159,"25,155",61.7,2018
29,Tampa Bay,81,"1,154,973","14,258",41.8,80,"26,381",60.8,161,"20,282",52.4,2018
30,Miami,81,"811,104","10,013",26.7,79,"28,917",67.2,160,"19,347",48.1,2018
1,LA Dodgers,81,"3,974,309","49,065",0,81,"33,427",0,162,"41,246",0,2019
2,St. Louis,81,"3,480,393","42,967",0,81,"29,447",0,162,"36,207",0,2019
3,NY Yankees,79,"3,304,404","41,827",0,80,"30,759",0,159,"36,258",0,2019
4,Chicago Cubs,81,"3,094,865","38,208",0,81,"33,454",0,162,"35,831",0,2019
5,LA Angels,81,"3,023,010","37,321",0,81,"26,849",0,162,"32,085",0,2019
6,Colorado,81,"2,993,244","36,953",0,81,"30,528",0,162,"33,741",0,2019
7,Boston,81,"2,924,627","36,106",0,81,"28,027",0,162,"32,066",0,2019
8,Milwaukee,81,"2,923,333","36,090",0,81,"29,727",0,162,"32,909",0,2019
9,Houston,81,"2,857,367","35,276",0,80,"26,302",0,161,"30,817",0,2019
10,Philadelphia,81,"2,727,421","33,671",0,81,"28,958",0,162,"31,315",0,2019
11,San Francisco,81,"2,707,760","33,429",0,81,"32,452",0,162,"32,940",0,2019
12,Atlanta,81,"2,654,920","32,776",0,80,"28,829",0,161,"30,815",0,2019
13,NY Mets,80,"2,442,532","30,531",0,81,"29,425",0,161,"29,975",0,2019
14,San Diego,81,"2,396,399","29,585",0,81,"32,446",0,162,"31,015",0,2019
15,Minnesota,81,"2,294,152","28,322",0,80,"23,505",0,161,"25,928",0,2019
16,Washington,81,"2,259,781","27,898",0,81,"29,054",0,162,"28,476",0,2019
17,Arizona,81,"2,135,510","26,364",0,81,"28,993",0,162,"27,678",0,2019
18,Texas,81,"2,133,004","26,333",0,80,"26,601",0,161,"26,466",0,2019
19,Cincinnati,81,"1,808,685","22,329",0,81,"30,425",0,162,"26,377",0,2019
20,Seattle,81,"1,791,937","22,122",0,81,"26,548",0,162,"24,335",0,2019
21,Cleveland,79,"1,738,642","22,008",0,81,"24,944",0,160,"23,494",0,2019
22,Toronto,81,"1,750,144","21,606",0,81,"25,904",0,162,"23,755",0,2019
23,Chicago White Sox,76,"1,629,636","21,442",0,81,"24,384",0,157,"22,960",0,2019
24,Oakland,81,"1,662,211","20,521",0,81,"27,615",0,162,"24,068",0,2019
25,Detroit,80,"1,501,430","18,767",0,79,"24,826",0,159,"21,778",0,2019
26,Kansas City,80,"1,479,659","18,495",0,80,"25,072",0,160,"21,783",0,2019
27,Pittsburgh,81,"1,491,429","18,412",0,81,"32,070",0,162,"25,241",0,2019
28,Baltimore,80,"1,307,807","16,347",0,78,"25,484",0,158,"20,858",0,2019
29,Tampa Bay,80,"1,178,735","14,734",0,79,"26,067",0,159,"20,365",0,2019
30,Miami,81,"811,302","10,016",0,80,"27,812",0,161,"18,858",0,2019
